"N","P","K","temperature","humidity","ph","rainfall","label"
"83","60","43","25.42","80.12","5.68","207.37","rice"
"97","41","42","22.52","82.52","6.15","203.84","rice"
"61","38","41","25.7","80.35","5.88","286.84","rice"
"71","42","39","23.35","80.12","6.25","218.18","rice"
"75","42","38","21.37","80.87","6.68","259.29","rice"
"69","42","43","22.92","80.24","5.75","204.22","rice"
"87","49","41","24.03","84.89","6.75","243.49","rice"
"78","48","43","20.05","83.29","6.77","209.34","rice"
"61","55","36","22.48","82.44","6.88","209.23","rice"
"64","49","38","20.64","84.92","5.79","238.99","rice"
"73","40","43","25.48","83.73","5.14","224.56","rice"
"60","35","41","26.57","80.73","5.55","235.48","rice"
"87","60","43","22.98","84.87","5.47","298.56","rice"
"74","38","41","25.79","80.12","7.55","255.48","rice"
"76","53","38","20.05","83.14","6.27","288.99","rice"
"97","39","41","24.12","81.96","6.22","281.32","rice"
"67","42","37","22.27","81.5","5.49","204.47","rice"
"94","45","41","23.75","81.95","5.01","182.56","rice"
"87","52","39","24.15","81.39","5.01","204.34","rice"
"91","53","38","22.55","80.83","6.19","230.73","rice"
"75","42","42","23.86","81.87","5.58","203.56","rice"
"76","49","40","22.74","83.6","5.76","298.56","rice"
"71","56","44","22.58","82.35","7.32","224.09","rice"
"79","48","36","21.48","83.53","6.68","198.6","rice"
"96","42","37","22.28","80.12","6.55","225.78","rice"
"71","52","42","23.09","83.46","7.14","225.61","rice"
"99","60","35","20.05","83.46","6.26","182.56","rice"
"60","42","39","21.58","81.7","7.61","290.85","rice"
"62","48","40","24.57","82.4","5.79","298.56","rice"
"80","54","41","21.67","82.86","6.23","298.56","rice"
"81","46","40","24.31","84.96","6.62","264.69","rice"
"82","52","38","26.63","81.83","5.69","198.09","rice"
"83","45","43","25.5","83.75","6.3","229.63","rice"
"99","48","39","21.73","84.07","5.01","298.56","rice"
"81","44","45","24.4","82.86","6.32","238.52","rice"
"99","52","38","20.05","80.12","7.1","215.15","rice"
"91","38","36","25.68","80.77","7.16","269.69","rice"
"76","55","42","25.37","83.17","5.98","240.18","rice"
"87","55","39","24.04","83.58","6.56","251.19","rice"
"75","38","43","21.45","84.67","5.44","264.26","rice"
"74","59","39","26.93","81.44","5.58","223.66","rice"
"77","47","41","22.94","81.9","7.49","198.77","rice"
"93","60","39","25.18","83.78","7.23","226.49","rice"
"74","56","42","24.82","84.1","6.22","282.85","rice"
"82","49","41","22.53","82.88","5.47","182.56","rice"
"87","51","40","23.94","83.61","6.17","238.41","rice"
"74","43","40","23.25","80.12","6.7","217.16","rice"
"79","50","41","23.61","82.15","6.15","182.56","rice"
"60","56","38","24.48","82.67","6.21","281.34","rice"
"82","51","45","23.51","84.92","7.55","254.69","rice"
"97","50","35","25.04","81.82","5.5","252.62","rice"
"93","49","39","23.34","83.5","7.17","252.16","rice"
"64","37","42","22.93","81.24","5.01","298.56","rice"
"79","44","39","25.82","82.27","5.01","289.99","rice"
"60","36","40","23.75","84.38","6.53","209.95","rice"
"70","49","45","25.37","82.23","6.77","217.26","rice"
"70","42","43","23.57","80.12","6.45","215.79","rice"
"99","42","38","20.79","82.24","5.03","182.56","rice"
"86","35","39","23.94","82.31","5.62","254.83","rice"
"98","37","41","21.51","80.41","6.73","209.21","rice"
"89","35","37","23.64","80.69","6.32","232.76","rice"
"79","56","41","23.92","82.84","5.91","221.68","rice"
"73","48","43","25.17","81.1","6.9","225.64","rice"
"75","49","40","23.42","83.16","5.88","235.71","rice"
"60","47","42","24.62","81.5","6.19","249.36","rice"
"86","59","40","22.5","83","6.68","190.43","rice"
"73","57","38","26.11","80.64","5.59","263.01","rice"
"73","51","41","20.66","82.64","6.17","245.36","rice"
"90","54","41","20.4","81.47","5.3","249.99","rice"
"78","39","41","22.8","83.28","6.07","182.56","rice"
"87","52","43","22.35","81.59","7.81","271.96","rice"
"82","59","42","24.67","80.56","6.49","185.65","rice"
"84","47","45","21.25","81.2","6.49","261.23","rice"
"89","42","41","20.56","82.22","6.91","268.11","rice"
"93","41","42","25.21","82.4","5.81","229.18","rice"
"74","44","36","22.46","82.84","5.99","298.56","rice"
"83","39","39","25.72","81.95","6.34","261.14","rice"
"65","35","35","20.05","80.26","6.24","221.04","rice"
"83","35","40","23","81.91","5.01","286.52","rice"
"67","42","43","23.34","81.07","7.07","214.51","rice"
"68","41","39","23.61","81.22","7.64","264.54","rice"
"96","35","43","22.93","81.77","6.34","282.92","rice"
"60","48","41","20.05","81.76","6.28","263.78","rice"
"71","43","42","23.74","82.19","5.91","234.95","rice"
"88","46","39","22.95","82.85","5.45","235.84","rice"
"67","45","39","23.76","80.63","6.18","282.7","rice"
"70","60","41","22.54","81.88","7.5","298.56","rice"
"77","41","40","24.12","80.88","5.85","240.57","rice"
"74","35","39","22.57","80.12","7.04","206.23","rice"
"63","47","40","23.29","80.3","6.57","182.56","rice"
"80","41","45","23.48","83.19","6.95","218.06","rice"
"88","39","40","26.93","82.78","7.12","258.89","rice"
"96","35","39","20.98","80.79","6.71","236.4","rice"
"67","60","35","26.44","80.12","5.14","237.52","rice"
"60","60","39","24.56","83.6","6.6","190.8","rice"
"66","41","37","25.67","80.12","5.05","247.66","rice"
"78","46","37","26.93","84.13","6.76","272.34","rice"
"94","40","39","25.25","80.55","6.11","298.47","rice"
"80","51","36","25.2","81.74","6.28","182.56","rice"
"99","46","41","22.06","82.94","7.84","182.56","rice"
"99","52","39","23.6","80.44","5.68","260.01","rice"
"87","47","41","24.4","83.79","6.37","266.86","rice"
"69","36","38","20.05","81.42","6.9","273","rice"
"81","52","35","23","82.11","5.37","219.38","rice"
"80","54","38","20.51","83.79","6.82","182.56","rice"
"99","53","41","24.17","80.33","6.25","182.56","rice"
"89","49","43","22.87","80.77","5.94","203.52","rice"
"99","48","40","20.99","81.43","6.96","188.78","rice"
"73","53","43","26.93","81.86","5.87","194.63","rice"
"93","60","43","24.57","82","6.83","196.38","rice"
"87","56","40","21.99","81.04","5.97","234.8","rice"
"60","46","40","26.93","84.56","6.18","275.46","rice"
"87","45","38","21.88","83.01","6.05","230.76","rice"
"77","47","40","24.22","82.25","5.32","230.19","rice"
"80","56","39","22.7","80.23","7.01","204.83","rice"
"67","47","39","21.32","80.29","6.61","235.94","rice"
"88","50","37","23.71","82.48","7.04","225.65","rice"
"78","46","39","24.44","83.79","7.87","278.53","rice"
"85","37","39","24.65","84.97","6.58","182.56","rice"
"75","48","43","21.37","84.21","6.85","283.88","rice"
"74","55","35","21.78","80.12","7.37","227.33","rice"
"78","37","37","24.29","84.95","6.28","239.22","rice"
"99","53","35","22.31","80.66","6.26","183.54","rice"
"73","53","37","23.08","84.97","7.24","259.82","rice"
"99","44","37","24.58","82.14","6.62","196.81","rice"
"80","45","41","23.53","81.95","6.95","230.89","rice"
"87","51","37","23.76","81.01","5.6","239.09","rice"
"66","53","43","23.08","82.63","7.87","265.89","rice"
"83","39","38","20.76","82.14","6.68","233.02","rice"
"64","43","40","22.4","81.57","5.81","239.42","rice"
"63","56","45","21.42","82.49","7.39","235.69","rice"
"65","60","38","24.37","80.12","6.2","246.45","rice"
"94","58","43","26.38","83.3","7.33","227.49","rice"
"84","54","40","20.45","82.01","6.19","268.28","rice"
"82","53","45","22.3","83.01","5.72","258.42","rice"
"98","47","43","22.38","80.12","7.77","227.14","rice"
"92","35","37","25.64","83.54","6.2","188.05","rice"
"65","55","38","22.61","81.64","6.61","260.94","rice"
"99","56","41","23.58","83.77","6.74","187.29","rice"
"92","39","43","21.1","80.96","7.11","233.48","rice"
"69","54","42","21.44","81.59","5.37","257.06","rice"
"64","44","35","24.01","80.12","5.79","211.71","rice"
"98","50","36","26.45","82.69","6.14","183.59","rice"
"94","52","39","22.28","84.01","7.31","254.23","rice"
"91","44","37","23.14","82.73","6.38","230.98","rice"
"79","51","41","21.65","81.02","7.87","218.44","rice"
"93","50","42","24.59","81.77","6.31","182.56","rice"
"95","59","44","21.16","82.59","6.18","237.2","rice"
"75","60","41","24.4","81.32","5.01","213.4","rice"
"83","41","44","25.32","82.19","5.76","221.63","rice"
"60","45","39","24.76","83.44","6.48","259.31","rice"
"80","45","44","24.26","80.6","6.7","193.06","rice"
"94","52","45","22.81","82.68","6.92","195.68","rice"
"89","59","44","25.93","80.12","7","286","rice"
"79","43","39","26.93","82.54","7.71","265.68","rice"
"70","45","41","21","80.52","7.06","233.86","rice"
"70","52","35","21.86","82.67","5.51","186.55","rice"
"64","40","43","22.35","82.07","7.24","182.56","rice"
"72","39","40","25.77","83.06","5.93","219.13","rice"
"86","35","41","25.04","83.52","6.36","269.12","rice"
"71","51","41","26.78","84.9","6.95","213.97","rice"
"89","54","42","23.93","83.1","6.91","228.89","rice"
"78","47","37","22.66","82.11","6.86","232.08","rice"
"83","49","45","24.54","83.99","5.64","223.09","rice"
"72","54","42","22.77","82.78","6.33","240.85","rice"
"88","53","40","25.64","82.88","6.76","286.29","rice"
"99","52","40","20.05","80.91","7.71","260.79","rice"
"76","35","43","24.18","83.19","6.39","225.52","rice"
"90","45","39","23.85","82.58","6.68","270.38","rice"
"82","37","41","22.11","82.91","5.8","298.56","rice"
"97","45","35","25.86","81.57","5.42","211.69","rice"
"95","54","38","25.63","83.69","7.61","231.11","rice"
"94","56","39","22.49","81.24","6.6","217.85","rice"
"92","51","41","22.62","81.73","6.71","182.56","rice"
"81","35","40","21.04","81.36","6.36","215.02","rice"
"93","45","41","20.71","80.89","6.02","216.73","rice"
"63","38","39","23.8","83.23","7.23","292.65","rice"
"74","52","41","24.87","82.68","6.97","279.38","rice"
"95","45","41","24.52","82.45","7.87","275.37","rice"
"68","58","39","23.31","83.32","6.58","205.92","rice"
"90","60","40","23.87","82.6","5.77","182.56","rice"
"86","49","38","20.86","82.48","5.79","197.79","rice"
"94","51","38","23.19","81.82","5.71","263.16","rice"
"65","45","38","24.27","82.83","6.83","298.56","rice"
"88","46","36","21.26","84.97","6.59","182.56","rice"
"83","58","35","24.87","81.76","6.22","205.26","rice"
"87","48","41","23.6","84.3","6","252.03","rice"
"98","46","39","24.37","82.32","7.09","237.21","rice"
"89","45","44","22.65","82.31","6.22","298.33","rice"
"89","52","35","20.05","81.1","6.64","203.94","rice"
"85","50","36","22.03","80.86","6.59","253.64","rice"
"67","44","40","24.99","81.78","7.43","236.15","rice"
"85","50","40","26.42","82.25","5.26","182.56","rice"
"86","60","43","23.39","81.57","6.72","253.11","rice"
"83","40","36","26.06","80.12","6.59","191.39","rice"
"92","53","39","23.32","82.57","6.91","274.69","rice"
"99","41","41","24.83","82.97","6.93","272.01","rice"
"93","49","35","22.38","83.62","5.05","252.8","rice"
"60","44","41","21.77","81.99","6.02","253.39","rice"
"74","44","45","24.6","83.05","5.01","269.55","rice"
"92","53","41","22.03","80.54","6.19","228.38","rice"
"99","55","35","22.4","83.75","6.71","198.34","rice"
"88","52","39","25.81","84.11","6","236.99","rice"
"71","60","40","25.72","81.86","6.35","222.21","rice"
"73","35","40","21.04","81.2","7.17","237.92","rice"
"80","40","36","26.93","83.23","6.87","230.84","rice"
"75","60","41","25.16","82.27","7.5","263.16","rice"
"83","51","37","22.69","83.12","6.11","192.22","rice"
"77","52","39","21.85","83.11","5.52","257.47","rice"
"84","58","41","25.52","81.16","7.47","232.78","rice"
"83","51","36","26.68","81.47","6.51","243.84","rice"
"66","54","40","24.69","82.51","6.44","258.62","rice"
"77","37","35","22.59","82.45","6.7","298.56","rice"
"97","50","37","23.81","84.97","6","274.95","rice"
"66","60","40","22.49","82.62","5.58","188.83","rice"
"60","47","39","21.53","80.99","6.14","290.02","rice"
"80","37","37","20.05","80.12","7.35","219.68","rice"
"74","54","41","22.65","80.63","5.63","199.41","rice"
"92","55","38","26.08","80.13","7.58","184.24","rice"
"87","43","38","23.49","82.99","6.63","221.46","rice"
"83","42","45","24.37","81.63","5.98","246.76","rice"
"95","53","37","26.01","80.12","6.87","212.97","rice"
"83","36","42","24.19","82.13","7.87","298.56","rice"
"79","46","39","23.74","84.21","5.38","182.56","rice"
"99","47","44","25.77","83.19","7.54","197.07","rice"
"85","53","41","23.94","81.17","6.44","229.39","rice"
"99","49","40","24.26","84.24","5.83","258.93","rice"
"93","45","39","21.51","82.72","6.82","196.01","rice"
"67","44","42","22.02","84.37","6.34","232.09","rice"
"77","52","40","26.42","81.72","6.4","246.09","rice"
"68","47","45","21.69","83.57","5.01","182.56","rice"
"82","42","42","23.14","82.69","6.65","271.4","rice"
"95","57","42","21.01","80.55","6.58","251.02","rice"
"99","41","38","25.27","81.01","5.75","250.33","rice"
"60","49","37","20.27","84.12","7.42","276.23","rice"
"77","53","35","23.76","83.02","6.12","182.56","rice"
"78","46","39","24.35","83.89","6.48","221.62","rice"
"64","40","43","23.24","82.37","7.07","275.56","rice"
"80","38","41","24.68","80.36","7.42","242.73","rice"
"83","56","41","20.68","84.29","7.42","263.4","rice"
"79","55","38","22.55","80.12","7.25","213.73","rice"
"89","44","42","23.49","82.46","7.02","230.31","rice"
"78","59","45","22.82","82.05","6.22","253.62","rice"
"94","41","40","23.8","82.28","6.36","189.6","rice"
"63","60","42","20.99","81.55","7.27","245.45","rice"
"79","35","39","21.19","83.76","6.29","232.76","rice"
"73","48","43","20.69","81.52","5.01","222.71","rice"
"81","50","39","26.49","83.63","6.35","200.68","rice"
"62","42","38","26.23","83.11","5.89","268.14","rice"
"82","39","40","25.41","83.14","6.76","262.53","rice"
"88","41","39","22.92","82.55","6.18","231.46","rice"
"72","58","43","21.69","83.65","5.35","251.56","rice"
"60","48","39","22.22","81.3","5.6","288.28","rice"
"60","47","41","23.76","82.18","5.55","269.46","rice"
"72","51","43","21.97","80.12","5.79","182.56","rice"
"87","50","39","23.78","81.28","6.79","238.3","rice"
"88","53","41","23.89","81.21","6.03","267.57","rice"
"89","41","35","24.82","81.93","5.39","204.84","rice"
"65","51","39","23.99","83.22","5.66","266.59","rice"
"62","42","41","22.57","83.24","7.06","268.91","rice"
"64","60","37","21.25","81.11","6.68","234.55","rice"
"74","47","39","20.27","83.39","6.87","245.85","rice"
"82","45","35","20.98","84.67","5.74","211.3","rice"
"93","55","39","25.33","82.56","6.13","202.49","rice"
"83","40","42","23.78","83.59","6.82","237.92","rice"
"77","47","42","25.84","83.27","7.87","272.4","rice"
"82","43","41","21.6","80.3","6.59","224.52","rice"
"78","60","41","20.05","81.82","6.73","227.05","rice"
"80","35","40","22.18","82.51","6.32","238.74","rice"
"71","55","41","26.66","80.34","7.37","205.25","rice"
"81","53","36","21.4","82.8","5.75","222.09","rice"
"71","40","44","23.22","81.47","5.7","228.62","rice"
"84","48","38","26.93","83.12","6.72","236.6","rice"
"94","40","38","26.93","83.03","5.9","229.15","rice"
"99","54","40","23.99","84.97","6.84","255.63","rice"
"81","45","38","20.05","84.83","6.16","237.74","rice"
"88","51","39","25.58","82.49","6.73","267.13","rice"
"68","42","41","24.08","83.14","5.07","242.09","rice"
"82","43","38","23.6","83.41","7.15","234.55","rice"
"84","45","38","25","83.37","6.26","272.5","rice"
"78","43","41","26.93","84.59","7.17","233.06","rice"
"73","49","41","21.65","80.76","7.35","219.08","rice"
"92","44","40","22.83","83.97","6.07","282.53","rice"
"98","40","35","23.49","81.44","7.87","236.11","rice"
"77","49","40","25.19","82.52","6.12","297.42","rice"
"99","49","40","23.14","81.46","5.51","221.95","rice"
"68","51","41","22.7","82.64","6.52","242.15","rice"
"60","35","44","21.82","84.6","6.12","252.93","rice"
"87","43","40","23.57","81.32","6.57","226.11","rice"
"77","60","41","26.78","84.29","5.53","249.91","rice"
"66","59","41","22.24","82.92","6.04","272.81","rice"
"92","35","35","23.57","82.74","6.31","251.89","rice"
"76","60","41","21.93","83.31","6.67","236.04","rice"
"87","50","43","21.58","81.82","6","220.66","rice"
"93","45","39","25.41","82.17","5.85","182.56","rice"
"64","39","36","24.4","83.73","5.56","186.95","rice"
"98","42","40","20.05","82.31","6.01","215.31","rice"
"88","38","40","23.52","82.32","6.04","242.21","rice"
"64","56","44","23.33","81.06","5.66","203.91","rice"
"71","60","39","23.49","82.41","7.77","222.77","rice"
"60","60","35","26.65","80.16","7.12","217.33","rice"
"89","51","39","24.26","82.19","7.04","276.85","rice"
"96","52","38","23.27","80.29","7.03","257.75","rice"
"99","59","41","20.05","83.59","6.88","203","rice"
"84","35","39","25.61","80.87","7.87","242.32","rice"
"68","48","45","26.68","81.41","6.99","262.72","rice"
"75","50","41","25.78","82.38","5.47","264.11","rice"
"73","56","41","21.15","82.78","6.67","225.54","rice"
"90","47","41","22.42","82.67","6.83","244.07","rice"
"74","55","38","22.74","84.49","5.95","252.7","rice"
"85","59","38","20.05","82.98","5.71","213.67","rice"
"77","48","41","24.72","83.03","6.34","298.56","rice"
"70","43","41","22.53","82.53","5.01","263.23","rice"
"78","55","38","25.14","82.93","5.66","298.56","rice"
"85","51","40","21.91","80.61","5.67","272.15","rice"
"99","39","38","25.89","83.73","5.52","182.8","rice"
"88","53","42","25.06","81.99","6.44","200.46","rice"
"93","38","40","20.05","82.26","6.95","194.04","rice"
"79","48","39","25.41","81.69","6.07","233.34","rice"
"99","35","36","20.05","83.3","6.37","217.6","rice"
"82","59","37","23.79","84.59","5.76","207.91","rice"
"88","41","37","26.52","81.8","6.79","223.96","rice"
